Name,Positions,KeyPasses,Dribble,Dispossed,BadControl
Sergio Akieme,",  D(L)  ",0.6	,1.2	,0.9	,1	
Brendan Chardonnet,",  D(C)  ",0.4	,0.1	,0.1	,0.3	
Moussa Sissoko,",  M(CR)  ",0.6	,0.6	,0.6	,1.2	
Eljif Elmas,",  M(CLR)  ",0.6	,0.5	,0.4	,0.7	
Krépin Diatta,",  M(LR),FW  ",0.7	,0.8	,0.6	,2	
Diogo Leite,",  D(C)  ",0.3	,-	,0.5	,0.7	
Éderson,",  M(C)  ",0.8	,0.5	,0.9	,1.8	
MBala Nzola,",  FW  ",0.9	,0.5	,3.1	,3.4	
Jakub Kiwior,",  D(C),DMC  ",0.3	,0.3	,0.3	,0.5	
Kasper Schmeichel,",  GK  ",-	,-	,-	,0.1	
Pierre Lees-Melou,",  M(CLR)  ",0.4	,0.3	,0.6	,1.3	
Luiz Henrique,",  AM(LR)  ",0.4	,1.3	,1.7	,1.8	
Álex Remiro,",  GK  ",-	,-	,-	,0.1	
Yunus Musah,",  AM(CR)  ",0.5	,0.7	,0.5	,2	
Robin Zentner,",  GK  ",0.1	,-	,-	,0.1	
Riyad Mahrez,",  AM(CLR),FW  ",0.8	,0.6	,0.4	,0.8	
Rubén García,",  AM(CLR),FW  ",1.1	,0.1	,0.3	,1.1	
Andreaw Gravillon,",  D(CR)  ",0.2	,0.6	,0.3	,0.9	
Jadon Sancho,",  AM(CLR)  ",1.4	,0.7	,0.5	,2.3	
Musa Barrow,",  AM(CL),FW  ",1.5	,0.5	,0.8	,1.5	
Koffi Djidji,",  D(CL)  ",0.2	,0.1	,0.3	,0.3	
Arbër Zeneli,",  AM(LR),FW  ",1.5	,1.2	,1.5	,2.7	
Matz Sels,",  GK  ",-	,-	,-	,0.1	
Zakaria Aboukhlal,",  AM(LR)  ",0.5	,1	,0.9	,2.4	
Anthony Modeste,",  FW  ",0.5	,-	,0.6	,1.2	
Stefan Bell,",  D(CR)  ",0.5	,0.2	,0.2	,0.6	
Khéphren Thuram,",  DMC  ",0.9	,0.9	,0.9	,0.6	
Marcel Halstenberg,",  D(CL),M(L)  ",0.4	,0.3	,0.3	,0.7	
Aimar Oroz,",  AM(C)  ",0.8	,0.5	,1.8	,1.3	
Niklas Süle,",  D(CR)  ",0.5	,0.3	,0.3	,0.5	
Oumar Gonzalez,",  D(C)  ",0.1	,0.2	,0.3	,0.5	
Danny Ings,",  AM(C),FW  ",0.6	,0.5	,0.9	,0.9	
Marc Cucurella,",  D(CL),M(L)  ",0.5	,0.4	,0.3	,0.8	
Antonio Sanabria,",  FW  ",0.8	,0.4	,1	,1.9	
Íñigo Ruíz de Galarreta,",  DMC  ",0.7	,0.3	,0.4	,0.5	
Daniel Carvajal,",  D(R)  ",0.6	,0.3	,0.3	,0.8	
Josh Doig,",  D(CL),M(L)  ",0.7	,0.6	,0.6	,0.6	
Gabri Veiga,",  M(C)  ",0.5	,0.9	,0.3	,0.9	
Douglas Luiz,",  M(C)  ",0.9	,0.2	,0.5	,0.8	
Gary Medel,",  D(C),DMC  ",0.2	,0.3	,0.2	,0.4	
Marcos Acuña,",  D(CL),M(CL)  ",1.2	,0.4	,0.3	,0.9	
Simon Terodde,",  FW  ",0.7	,0.1	,0.7	,1.6	
Ruslan Malinovskyi,",  M(CR),FW  ",0.9	,0.5	,0.6	,1.4	
José Sá,",  GK  ",-	,-	,-	,0.1	
Dean Henderson,",  GK  ",-	,-	,-	,0.1	
Rico Henry,",  D(L),M(L)  ",0.5	,0.6	,1.4	,1.5	
João Moutinho,",  M(C)  ",1.5	,0.2	,0.2	,0.5	
David Raum,",  D(L),M(LR)  ",1.1	,0.4	,0.5	,0.9	
Martin Erlic,",  D(C)  ",-	,-	,0.1	,0.5	
Isco,",  M(CLR),FW  ",1.4	,0.9	,1.8	,1.8	
Paul Jaeckel,",  D(C),DMC  ",-	,0.2	,0.1	,0.4	
Robin Le Normand,",  D(C)  ",0.2	,0.1	,0.4	,0.2	
Marc Guéhi,",  D(C)  ",0.1	,0.1	,0.2	,0.3	
Jacob Ramsey,",  AM(C)  ",0.8	,0.3	,0.9	,2	
Vincent Marchetti,",  M(C)  ",0.5	,1.5	,1.3	,1.9	
Chidera Ejuke,",  AM(CLR),FW  ",0.5	,2.1	,1.1	,2.1	
Maxime Lopez,",  M(CR)  ",1.2	,0.3	,0.5	,0.6	
Thibaut Courtois,",  GK  ",0.1	,-	,-	,0.1	
Norbert Gyömbér,",  D(CR),DMC  ",0.1	,-	,0.1	,0.1	
Marco Richter,",  AM(CLR),FW  ",0.3	,0.8	,0.7	,1.3	
Kamaldeen Sulemana,",  AM(L)  ",0.5	,1.3	,0.8	,1.1	
Niko Gießelmann,",  D(CL),M(L)  ",1.3	,-	,0.3	,0.7	
Callum Hudson-Odoi,",  M(CLR)  ",1.3	,1.2	,1.3	,0.4	
Jarrod Bowen,",  AM(CLR),FW  ",1.3	,0.4	,1.2	,1.9	
Donyell Malen,",  AM(L),FW  ",1.3	,0.9	,1.5	,1.8	
Micky van de Ven,",  D(C)  ",0.1	,0.3	,0.2	,0.3	
Abdelhamid Sabiri,",  AM(CL),FW  ",1	,1	,1.8	,2.5	
Stéphane Diarra,",  AM(R)  ",0.2	,1	,0.7	,1.2	
Melvin Bard,",  D(L)  ",0.1	,0.6	,0.4	,0.9	
Antonee Robinson,",  D(L),M(L)  ",0.5	,0.6	,0.6	,1.2	
Lewis Cook,",  M(CL)  ",1.3	,0.3	,0.9	,0.5	
David Silva,",  M(CLR),FW  ",0.9	,0.5	,1	,1.4	
Andrea Cambiaso,",  D(R),M(L)  ",0.9	,0.9	,0.6	,1.5	
Birama Touré,",  DMC  ",0.1	,0.3	,0.3	,0.7	
Andrej Kramaric,",  AM(CLR),FW  ",1.1	,0.8	,1.4	,1.5	
Cengiz Ünder,",  AM(CLR)  ",0.7	,0.4	,0.7	,1.2	
Joe Rodon,",  D(C)  ",-	,-	,0.1	,0.2	
Monchu,",  DMC  ",0.6	,0.2	,0.6	,1.2	
Jorginho,",  DMC  ",0.3	,0.1	,0.5	,0.8	
John McGinn,",  M(C)  ",0.3	,0.6	,0.9	,1.7	
Igor Zubeldia,",  D(C),DMC  ",0.1	,0.1	,0.1	,0.1	
Santiago Ascacíbar,",  DMC  ",0.7	,0.3	,0.3	,0.7	
Dani Rodríguez,",  AM(CLR)  ",0.9	,0.5	,0.8	,1.2	
Jonathan Ikoné,",  AM(CLR),FW  ",0.9	,1.1	,1.6	,2	
Maximilian Kilman,",  D(C)  ",-	,0.4	,0.3	,0.5	
Juan Musso,",  GK  ",0.1	,-	,-	,0.1	
Joel Ward,",  D(CLR),DMC,M(R)  ",0.2	,0.3	,0.3	,0.8	
Pierre Kalulu,",  D(CR)  ",0.2	,0.2	,0.1	,0.6	
Tiago Tomás,",  AM(CR),FW  ",0.8	,0.5	,0.7	,1.9	
Rayan Cherki,",  AM(R)  ",0.8	,1.3	,0.8	,0.6	
Joris Chotard,",  DMC  ",0.8	,0.4	,0.2	,0.6	
Moise Kean,",  AM(LR),FW  ",0.3	,0.5	,0.8	,1	
Julian Weigl,",  D(C),DMC  ",0.2	,0.4	,0.1	,0.2	
Anthony Lopes,",  GK  ",-	,-	,-	,-	
Jonny,",  D(CLR),M(LR)  ",0.2	,0.9	,1	,0.8	
José Fonte,",  D(C)  ",0.2	,-	,0.1	,0.4	
Pathé Ciss,",  DMC  ",0.2	,0.1	,0.3	,0.6	
Unai García,",  D(C)  ",0.2	,0.3	,0.2	,0.3	
Moussa Djenepo,",  M(LR)  ",0.4	,1.3	,0.4	,1	
Pervis Estupiñán,",  D(L)  ",1.2	,0.1	,0.8	,0.7	
Amos Pieper,",  D(C)  ",0.1	,0.1	,0.1	,0.5	
Jordan Lotomba,",  D(LR),M(R)  ",0.6	,0.6	,0.7	,0.6	
Rodrigo Ely,",  D(C)  ",0.1	,0.1	,-	,0.4	
Iván Balliu,",  D(R),M(R)  ",1.1	,0.1	,0.3	,0.6	
Sandi Lovric,",  AM(C)  ",0.9	,0.4	,0.5	,1.4	
Christopher Trimmel,",  D(CR),M(R)  ",1	,-	,0.3	,0.4	
Maxime Le Marchand,",  D(CL)  ",0.2	,0.5	,0.1	,0.6	
Danny Ward,",  GK  ",-	,-	,-	,-	
Óscar Gil,",  D(R)  ",0.6	,0.6	,0.3	,1.4	
David Alaba,",  D(CL),M(CL)  ",0.9	,0.1	,0.2	,0.5	
Naouirou Ahamada,",  M(C)  ",0.7	,1.2	,0.5	,1.9	
Noah Fadiga,",  D(R)  ",0.1	,0.9	,0.7	,1.3	
Amine Harit,",  AM(CLR),FW  ",1.5	,1.3	,1.7	,1.8	
Aitor Ruibal,",  D(R),M(LR)  ",0.5	,0.6	,0.4	,0.9	
Tyrone Mings,",  D(CL)  ",0.2	,-	,0.2	,0.2	
David de Gea,",  GK  ",0.1	,-	,-	,-	
Ronaël Pierre-Gabriel,",  D(CLR),M(R)  ",0.3	,0.8	,0.4	,0.6	
Conor Coady,",  D(CR),DMC  ",0.3	,-	,0.1	,0.4	
Yassine Bounou,",  GK  ",-	,-	,-	,0.1	
Scott McTominay,",  D(C),DMC  ",0.3	,0.7	,0.6	,1.1	
Julián Álvarez,",  AM(R),FW  ",0.4	,0.3	,0.5	,0.4	
Alessandro Bastoni,",  D(C)  ",0.5	,0.3	,0.3	,0.5	
Omar Marmoush,",  AM(L),FW  ",0.3	,0.9	,1.5	,2.3	
Kiliann Sildillia,",  D(R)  ",0.4	,0.5	,0.4	,1	
Colin Dagba,",  D(R),M(R)  ",0.9	,0.8	,0.4	,0.4	
Rodrigo De Paul,",  AM(CLR),FW  ",1.3	,0.5	,0.8	,1	
Jonathan Tah,",  D(C)  ",0.3	,0.1	,0.5	,0.1	
Matías Vecino,",  M(C)  ",0.2	,0.1	,0.1	,1	
Lilian Brassier,",  D(CL)  ",0.4	,0.5	,0.6	,0.9	
Matteo Darmian,",  D(CLR),M(LR)  ",1.1	,0.3	,0.3	,0.6	
Jeffrey Schlupp,",  D(L),M(CLR)  ",0.4	,0.6	,1	,1	
Kristijan Jakic,",  D(CR),DMC  ",0.4	,0.4	,0.3	,0.4	
Lucas Chevalier,",  GK  ",-	,-	,-	,0.1	
Maxime Gonalons,",  D(C),M(C)  ",-	,0.8	,0.3	,0.9	
Mohamed Youssouf,",  D(R)  ",0.8	,0.1	,0.5	,0.7	
Conor Gallagher,",  AM(C)  ",0.8	,0.2	,1.1	,1	
Serhou Guirassy,",  AM(L),FW  ",0.9	,0.4	,0.8	,2.9	
Marvin Friedrich,",  D(C)  ",0.3	,0.1	,0.1	,0.2	
Lovro Majer,",  AM(CR)  ",1.1	,0.8	,0.9	,1.3	
Davinson Sánchez,",  D(C)  ",0.1	,0.1	,0.2	,0.2	
Julien Ponceau,",  AM(C)  ",1.2	,0.3	,0.8	,1.6	
Ruben Loftus-Cheek,",  M(CLR)  ",0.5	,0.9	,1	,1.4	
Ryan Yates,",  DMC  ",0.2	,0.2	,0.8	,0.9	
Josh Dasilva,",  M(C)  ",0.3	,0.7	,0.8	,0.7	
Luis Muriel,",  AM(CL),FW  ",1.4	,0.8	,1.4	,2.3	
Salih Özcan,",  M(C)  ",0.4	,0.3	,0.8	,0.7	
Krzysztof Piatek,",  FW  ",0.6	,-	,0.8	,2.5	
Jordan Ferri,",  M(C)  ",0.8	,0.6	,1.8	,1.2	
Joan Gonzàlez,",  M(C)  ",0.7	,0.5	,1	,1.6	
Kamory Doumbia,",  AM(C)  ",0.7	,0.9	,0.6	,1.4	
kiko Femenia,",  D(LR),M(R)  ",0.6	,0.5	,0.5	,0.5	
Luis Sinisterra,",  AM(LR),FW  ",0.4	,1.2	,1	,0.9	
Sergio Canales,",  M(CLR)  ",2	,0.7	,2	,1.8	
Luca Caldirola,",  D(CL)  ",0.3	,-	,-	,0.1	
Emiliano Buendía,",  M(CLR)  ",0.9	,0.3	,1	,1.5	
Jordan Henderson,",  D(C),M(CLR)  ",0.9	,0.2	,0.4	,0.5	
Philipp Förster,",  M(CLR),FW  ",0.8	,0.3	,0.8	,0.7	
Tomás Rincón,",  M(CR)  ",0.9	,0.6	,1	,1	
Andrea Colpani,",  Midfielder  ",0.4	,0.6	,0.4	,0.7	
Renato Sanches,",  M(CR)  ",0.4	,0.3	,0.3	,0.6	
Antonino Gallo,",  D(L)  ",1.2	,0.4	,0.3	,0.9	
Adrien Hunou,",  AM(CLR),FW  ",0.6	,0.6	,0.7	,2.1	
Eduardo Camavinga,",  DMC  ",0.5	,0.7	,0.4	,0.9	
Marco Bizot,",  GK  ",-	,-	,-	,-	
Jens Cajuste,",  DMC  ",0.6	,0.4	,0.4	,1.3	
Richarlison,",  AM(CLR),FW  ",0.9	,0.4	,0.9	,1.7	
Christoph Kramer,",  M(C)  ",0.6	,0.8	,1.3	,1.2	
Carles Aleñá,",  AM(CLR)  ",0.5	,0.8	,0.9	,1.8	
Leonardo Bittencourt,",  M(CLR),FW  ",0.4	,0.7	,0.6	,1.6	
Anthony Losilla,",  D(C),DMC  ",0.3	,0.3	,0.4	,0.7	
Jefferson Lerma,",  D(R),DMC  ",0.3	,0.3	,0.5	,0.9	
Ignatius Ganago,",  AM(LR),FW  ",0.3	,-	,0.9	,1.5	
Joël Veltman,",  D(CR),M(R)  ",0.2	,0.2	,0.4	,0.5	
Ryan Christie,",  AM(CLR),FW  ",0.5	,1.1	,1.2	,1.3	
Edmond Tapsoba,",  D(C)  ",0.2	,0.1	,0.5	,0.3	
Cédric Brunner,",  D(CR)  ",0.6	,0.2	,0.5	,0.3	
Assan Ceesay,",  FW  ",0.1	,0.5	,0.8	,2.1	
Manu Sánchez,",  D(L)  ",0.3	,0.1	,0.4	,0.3	
Samuel Gigot,",  D(C)  ",0.1	,0.1	,0.3	,0.6	
Marcus Ingvartsen,",  AM(CR),FW  ",0.2	,0.6	,0.2	,2.7	
Ben Chilwell,",  D(L),M(L)  ",0.1	,0.1	,0.8	,0.9	
Ryan Sessegnon,",  D(L),M(LR)  ",0.4	,0.3	,0.6	,0.5	
Elbasan Rashani,",  AM(LR)  ",0.5	,0.6	,0.5	,1.3	
Joe Scally,",  D(R),M(R)  ",0.5	,0.4	,0.5	,0.8	
Valentin Gendrey,",  D(R)  ",0.5	,0.3	,0.5	,1.4	
Yangel Herrera,",  M(C)  ",0.7	,0.5	,1	,1.4	
Charles De Ketelaere,",  M(CLR),FW  ",1.2	,1.1	,0.9	,1	
Francesco Acerbi,",  D(C)  ",0.2	,-	,0.1	,0.3	
Rogerio,",  D(L),M(L)  ",0.6	,0.2	,0.1	,0.6	
Ivan Ordets,",  D(C)  ",0.1	,-	,0.1	,0.4	
Giacomo Raspadori,",  AM(CL),FW  ",0.7	,0.2	,0.8	,1.7	
Dylan Bronn,",  D(C)  ",0.3	,0.2	,0.1	,0.3	
Vanja Milinkovic-Savic,",  GK  ",-	,-	,-	,0.1	
Alessandro Buongiorno,",  D(C)  ",0.2	,0.2	,0.3	,1.4	
Danilo Soares,",  D(L),M(L)  ",0.3	,0.4	,0.8	,0.6	
Jan Oblak,",  GK  ",-	,-	,-	,-	
Aaron Hickey,",  D(LR),M(LR)  ",0.1	,0.8	,0.4	,0.6	
Yohann Magnin,",  DMC  ",0.5	,0.3	,0.4	,0.7	
Sergio León,",  FW  ",0.5	,0.2	,0.8	,2	
Evann Guessand,",  AM(R),FW  ",0.6	,1.6	,1	,1.2	
Pere Milla,",  AM(CL),FW  ",0.7	,0.4	,0.6	,1.5	
Kevin Behrens,",  FW  ",0.4	,0.1	,0.3	,1.3	
Édouard Mendy,",  GK  ",-	,-	,-	,-	
Giorgio Scalvini,",  D(C)  ",0.1	,0.4	,0.1	,0.5	
Luka Lochoshvili,",  D(C)  ",0.3	,0.3	,0.3	,0.5	
Joseph Aidoo,",  D(C)  ",0.1	,0.2	,0.3	,0.3	
Jean-Clair Todibo,",  D(C)  ",0.1	,0.6	,0.4	,0.7	
José Ángel Carmona,",  D(C)  ",0.2	,0.2	,0.2	,1.2	
Mohamed Elyounoussi,",  AM(CLR),FW  ",0.6	,0.6	,1.4	,1.1	
Kieffer Moore,",  FW  ",0.3	,0.1	,1.4	,1.7	
Marco Asensio,",  AM(CLR),FW  ",0.8	,0.2	,0.1	,0.2	
Patrick Ciurria,",  M(R)  ",1	,-	,0.4	,1.4	
Divock Origi,",  AM(LR),FW  ",0.6	,0.7	,1.1	,2.1	
Gerrit Holtmann,",  D(L),M(LR)  ",0.6	,0.7	,0.8	,1.8	
Samuel Chukwueze,",  AM(CR)  ",1.1	,1.3	,0.8	,1.5	
Nathan Collins,",  D(CR)  ",0.2	,0.4	,0.3	,0.5	
Adam Lallana,",  M(CLR)  ",1	,0.3	,0.5	,0.9	
Sebastiaan Bornauw,",  D(C)  ",0.1	,-	,0.1	,-	
Sam Lammers,",  FW  ",0.7	,0.7	,1	,2.6	
Giovanni Reyna,",  AM(CLR)  ",0.7	,0.4	,0.9	,0.9	
Alexander Hack,",  D(C)  ",0.2	,0.1	,0.1	,0.2	
Leandro Cabrera,",  D(CL)  ",0.4	,-	,0.2	,0.2	
Ángel Correa,",  AM(CLR),FW  ",0.6	,0.8	,0.6	,1.7	
Brecht Dejaegere,",  AM(C)  ",0.4	,0.3	,0.6	,1.1	
Neeskens Kebano,",  AM(CLR)  ",0.9	,0.8	,0.8	,1.3	
Adam Webster,",  D(C)  ",0.2	,0.1	,0.2	,0.5	
André Gomes,",  M(CLR)  ",0.7	,0.7	,1.3	,0.8	
Alex Telles,",  D(L),M(L)  ",1	,0.5	,-	,0.4	
Nicolas Jackson,",  FW  ",0.6	,0.5	,1.7	,2.5	
Jeff Reine-Adélaïde,",  AM(CLR),FW  ",0.6	,1	,0.7	,0.9	
Tobias Mohr,",  D(L),M(CL)  ",1.4	,0.2	,0.5	,0.5	
Jeremy Toljan,",  D(LR),M(LR)  ",1	,0.2	,0.4	,0.8	
Ferran Torres,",  AM(LR),FW  ",0.5	,1	,0.8	,1.8	
Jonny Evans,",  D(CL)  ",0.1	,-	,-	,0.2	
Benoît Costil,",  GK  ",-	,0.1	,-	,-	
Unai Simón,",  GK  ",-	,-	,-	,-	
Rayan Aït-Nouri,",  D(L),M(L)  ",0.6	,1.3	,0.6	,1.2	
Toni Lato,",  D(L)  ",1	,0.2	,-	,0.4	
Charalampos Lykogiannis,",  D(CL),M(L)  ",0.7	,0.3	,-	,0.3	
Thierno Baldé,",  D(R)  ",0.7	,1.1	,0.6	,0.8	
Dany Mota,",  FW  ",0.9	,0.5	,1.3	,2.7	
Jonathan Burkardt,",  AM(CR),FW  ",0.6	,1	,0.8	,1.5	
Yoane Wissa,",  AM(L),FW  ",0.3	,0.5	,1.2	,1.2	
Anthony Caci,",  D(CLR),M(L)  ",0.5	,0.1	,0.2	,0.2	
Nico González,",  DMC  ",0.3	,0.9	,0.5	,0.3	
Duván Zapata,",  FW  ",0.3	,0.4	,1.4	,1.4	
Cheikhou Kouyaté,",  D(CR),DMC  ",0.4	,0.4	,0.3	,1	
Josuha Guilavogui,",  D(C),M(C)  ",0.3	,0.2	,0.4	,0.4	
Tonny Vilhena,",  D(L),M(CL)  ",0.6	,0.4	,0.9	,1.3	
Antonio Rüdiger,",  D(CR)  ",0.2	,-	,-	,0.3	
Filip Djuricic,",  AM(CLR),FW  ",1.4	,1	,1.7	,1.9	
Nacho Vidal,",  D(R)  ",0.2	,0.5	,0.7	,1	
Alexis Blin,",  DMC  ",0.2	,0.1	,0.3	,0.6	
Gerson,",  M(CLR)  ",0.4	,0.2	,1.5	,1.4	
Lassine Sinayoko,",  AM(R)  ",0.8	,1.3	,1.1	,1.6	
Haris Belkebla,",  DMC  ",0.5	,0.2	,0.5	,0.9	
Unai Núñez,",  D(C)  ",0.2	,0.2	,0.1	,0.5	
Francis Coquelin,",  M(CLR)  ",0.4	,0.2	,0.8	,1.1	
Pedro Chirivella,",  DMC  ",0.9	,0.4	,0.4	,0.2	
Gabriel Paulista,",  D(CR)  ",0.4	,-	,0.1	,0.3	
Konstantinos Tsimikas,",  D(L)  ",0.9	,0.1	,0.4	,0.8	
Takehiro Tomiyasu,",  D(CLR)  ",0.2	,0.1	,0.3	,0.3	
Souleyman Doumbia,",  D(L),M(L)  ",0.5	,0.9	,0.2	,1.2	
Stole Dimitrievski,",  GK  ",-	,-	,-	,-	
Emanuele Valeri,",  M(L)  ",1.1	,0.3	,0.6	,1.4	
Rubén Sobrino,",  AM(CLR),FW  ",0.6	,0.5	,1.5	,1.5	
Wilson Odobert,",  Forward  ",0.8	,0.9	,1	,1.3	
Nemanja Radonjic,",  M(CLR)  ",0.6	,1.1	,1.2	,2.1	
Yan Couto,",  D(R),M(R)  ",0.5	,1.5	,0.4	,1.6	
Agustín Marchesín,",  GK  ",-	,-	,-	,-	
Arkadiusz Reca,",  D(L),M(L)  ",0.5	,0.5	,0.5	,1	
Arnaud Nordin,",  AM(CLR),FW  ",0.2	,0.5	,0.9	,1.3	
Eric Martel,",  DMC  ",0.3	,0.3	,0.4	,1	
Leonardo Spinazzola,",  D(LR),M(L)  ",0.7	,1	,0.4	,1.4	
Pape Gueye,",  DMC  ",0.2	,0.1	,0.6	,0.7	
Stephan El Shaarawy,",  M(CLR),FW  ",0.7	,0.6	,-	,0.9	
Matheus Nunes,",  AM(C)  ",0.9	,0.8	,1.3	,1.3	
Renato Tapia,",  D(C),DMC  ",0.7	,0.5	,0.5	,0.5	
Fernando Calero,",  D(C)  ",0.3	,-	,0.3	,0.6	
Hugo Magnetti,",  DMC  ",0.3	,0.4	,0.4	,0.3	
Thomas Ouwejan,",  D(L),M(L)  ",1.6	,0.1	,0.3	,0.6	
Mathias Pereira Lage,",  M(CLR)  ",0.6	,0.5	,1	,1.4	
Adam Hlozek,",  AM(CL),FW  ",1	,0.3	,0.8	,1.7	
Sebastiano Luperto,",  D(C)  ",0.2	,0.1	,0.2	,0.2	
﻿András Schäfer,",  M(C)  ",0.3	,0.6	,1	,1.5	
Ezri Konsa,",  D(CR)  ",0.3	,0.1	,0.1	,0.3	
Mathías Olivera,",  D(L),M(L)  ",0.5	,0.1	,0.9	,0.7	
Joe Worrall,",  D(C)  ",0.2	,0.2	,0.2	,0.2	
Matty Cash,",  D(R),M(CLR)  ",0.5	,0.5	,0.3	,1.1	
Daniel Podence,",  AM(CLR),FW  ",1.5	,0.7	,1.5	,1.9	
Pablo Fornals,",  M(CLR)  ",0.6	,0.6	,0.7	,0.8	
Martín Satriano,",  FW  ",0.5	,0.5	,1.8	,1.8	
Robin Koch,",  D(C),DMC  ",-	,-	,0.1	,0.4	
Lewis Dunk,",  D(C)  ",0.1	,0.1	,0.2	,0.4	
Christian Groß,",  D(C),DMC  ",0.3	,0.4	,0.5	,0.8	
Razvan Marin,",  M(C)  ",1.1	,0.4	,0.7	,0.6	
Piero Hincapié,",  D(CL)  ",0.3	,0.4	,0.4	,0.8	
Adam Smith,",  D(LR),M(LR)  ",0.4	,0.2	,0.1	,0.7	
Clerc,",  D(L),M(L)  ",0.3	,0.6	,0.8	,1	
Andrea Pinamonti,",  FW  ",0.6	,0.5	,2	,1.7	
Robert Sánchez,",  GK  ",-	,-	,-	,-	
Lukás Hrádecky,",  GK  ",-	,-	,-	,0.1	
Brandon Soppy,",  D(R),M(LR)  ",0.8	,0.5	,0.7	,1.3	
Yan Valery,",  D(CR),M(R)  ",0.2	,0.8	,1.2	,0.8	
Rubén Peña,",  D(R),M(LR)  ",0.7	,0.5	,0.5	,1.2	
Lucas Perrin,",  D(C)  ",0.2	,0.1	,0.1	,0.1	
Gianluca Scamacca,",  FW  ",0.9	,0.5	,1.2	,1.4	
Roberto Soriano,",  AM(CLR)  ",0.8	,0.1	,0.5	,0.9	
Hugo Ekitike,",  FW  ",0.6	,0.3	,0.3	,1	
Kevin Vogt,",  D(CR),M(C)  ",0.1	,0.1	,0.1	,0.5	
Miguel Gutiérrez,",  D(L)  ",0.8	,0.7	,0.6	,0.8	
Antonio Candreva,",  M(CLR)  ",1.5	,0.1	,0.4	,0.6	
Takumi Minamino,",  AM(CLR),FW  ",0.3	,0.1	,0.4	,1.8	
Miha Blazic,",  D(C)  ",-	,-	,-	,0.1	
Linton Maina,",  M(CLR),FW  ",1.1	,0.4	,0.6	,1.6	
Luka Jovic,",  FW  ",0.6	,0.2	,0.6	,1.2	
Matt Targett,",  D(L),M(L)  ",0.7	,-	,0.3	,0.4	
Kevin Agudelo,",  AM(CR),FW  ",0.7	,0.9	,1.6	,2	
James Milner,",  D(LR),M(CLR)  ",0.8	,0.6	,0.8	,1.1	
Dimitri Liénard,",  D(L),M(CL)  ",1	,0.2	,0.2	,0.8	
Lucas Olaza,",  D(L),M(L)  ",1.2	,0.1	,0.4	,1.1	
Valentino Lazaro,",  D(R),M(CLR)  ",1.3	,0.8	,0.3	,1.2	
Luca Zanimacchia,",  AM(C)  ",0.9	,0.3	,0.8	,1.3	
Ante Budimir,",  FW  ",0.5	,0.2	,1.3	,2.1	
Sergio Herrera,",  GK  ",0.1	,-	,-	,0.1	
Maximilian Bauer,",  D(C)  ",0.1	,0.1	,0.1	,0.3	
Martin Braithwaite,",  AM(CLR),FW  ",0.4	,0.6	,0.9	,1.8	
Álex Fernández,",  M(CL),FW  ",0.5	,-	,0.9	,0.6	
Federico Ceccherini,",  D(C)  ",0.3	,-	,0.3	,0.7	
Tyrick Mitchell,",  D(L)  ",0.4	,0.4	,0.6	,0.9	
Adama Traoré,",  M(CLR),FW  ",0.9	,1.3	,1.1	,2.3	
Cristian Buonaiuto,",  Midfielder  ",0.8	,0.9	,0.4	,1.1	
Álvaro Aguado,",  M(C)  ",1.2	,0.3	,0.2	,0.6	
Alexander Schwolow,",  GK  ",0.1	,-	,-	,-	
Isak Hien,",  D(C)  ",0.2	,0.4	,0.4	,0.8	
Jakub Kaminski,",  M(LR)  ",0.8	,0.6	,0.7	,2	
Jean-Victor Makengo,",  AM(CL)  ",0.4	,0.8	,0.7	,0.9	
Alejandro Pozo,",  D(R),M(R)  ",0.7	,-	,0.4	,1.1	
Arthur Cabral,",  FW  ",0.6	,0.4	,0.7	,2.3	
Erik Lamela,",  AM(CLR),FW  ",1.2	,0.8	,1.7	,2.1	
Cristhian Stuani,",  AM(CLR),FW  ",0.4	,-	,0.2	,0.5	
Iván Sánchez,",  AM(CR)  ",0.7	,1.3	,0.8	,1	
Yoann Salmier,",  D(C)  ",0.2	,0.1	,0.2	,0.2	
Chris Mepham,",  D(C)  ",0.1	,-	,0.2	,0.3	
Pietro Terracciano,",  GK  ",-	,0.1	,-	,0.1	
Fábio Carvalho,",  AM(CL)  ",0.1	,0.2	,1.4	,0.9	
Marius Bülter,",  D(R),M(CLR),FW  ",1.1	,0.6	,1.1	,2.4	
Mads Pedersen,",  D(L),M(CL)  ",0.5	,0.3	,0.4	,1.4	
Mattias Svanberg,",  M(CL)  ",0.7	,0.3	,0.6	,0.9	
Darko Brasanac,",  M(CR)  ",0.2	,0.3	,0.4	,0.8	
Milan Skriniar,",  D(C)  ",0.3	,0.1	,0.1	,0.7	
Nahuel Molina,",  D(R),M(R)  ",0.9	,0.5	,-	,1.1	
Théo Le Bris,",  Defender  ",0.4	,0.5	,0.4	,1.2	
Benno Schmitz,",  D(CLR)  ",0.7	,0.1	,0.1	,0.9	
Romano Schmid,",  AM(CL)  ",0.9	,0.6	,1	,2	
Jérémie Bela,",  M(LR)  ",0.2	,0.5	,0.5	,1.2	
Srdjan Babic,",  D(C)  ",0.3	,0.2	,-	,0.3	
Omar Colley,",  D(C)  ",-	,0.1	,0.2	,0.3	
Jean-Kévin Duverne,",  D(CLR)  ",0.4	,0.4	,0.4	,1.1	
Gaetan Perrin,",  Forward  ",0.3	,1.3	,0.4	,0.9	
